case_numbe,sr_type,quad_statu,day,sec_name,quad,tally
101003929276,Missed Yard Waste Pickup,NW_Not_Overdue,FRIDAY,NWFR121,NW,1
101003932192,Missed Heavy Trash Pickup,NW_Not_Overdue,FRIDAY,NWFR121,NW,1
101003886407,Missed Heavy Trash Pickup,NW_Overdue,FRIDAY,NWFR121,NW,1
101003927790,Missed Yard Waste Pickup,NW_Not_Overdue,MONDAY,NWMO106,NW,1
101003932829,Missed Heavy Trash Pickup,NW_Not_Overdue,MONDAY,NWMO101,NW,1
101003925972,Missed Yard Waste Pickup,NW_Overdue,MONDAY,NWMO102,NW,1
101003921288,Missed Heavy Trash Pickup,SE_Overdue,THURSDAY,SETH121,SE,1
101003920126,Missed Heavy Trash Pickup,NE_Overdue,TUESDAY,NETU107,NE,1
101003927351,Missed Garbage Pickup,SW_Overdue,THURSDAY,SWTH103,SW,1
101003927021,Missed Yard Waste Pickup,SW_Not_Overdue,MONDAY,SWMO112,SW,1
101003932382,Missed Garbage Pickup,SW_Not_Overdue,MONDAY,SWMO110,SW,1
101003930100,Missed Garbage Pickup,SW_Not_Overdue,MONDAY,SWMO109,SW,1
101003926767,Missed Yard Waste Pickup,SW_Not_Overdue,MONDAY,SWMO102,SW,1
101003932055,Missed Garbage Pickup,SW_Not_Overdue,TUESDAY,SWTU102,SW,1
101003929732,Missed Garbage Pickup,SW_Not_Overdue,MONDAY,SWMO106,SW,1
101003930782,Missed Recycling Pickup,SW_Not_Overdue,THURSDAY,SWTH107,SW,1
101003929398,Missed Yard Waste Pickup,SW_Not_Overdue,FRIDAY,SWFR116,SW,1
101003928785,Missed Yard Waste Pickup,SW_Not_Overdue,THURSDAY,SWTH114,SW,1
101003931059,Missed Recycling Pickup,SE_Not_Overdue,MONDAY,SEMO113,SE,1
101003930898,Missed Garbage Pickup,SW_Not_Overdue,FRIDAY,SWFR103,SW,1
101003929068,Missed Garbage Pickup,SW_Not_Overdue,FRIDAY,SWFR103,SW,1
101003927623,Missed Yard Waste Pickup,SW_Not_Overdue,THURSDAY,SWTH109,SW,1
101003929097,Missed Garbage Pickup,SW_Not_Overdue,FRIDAY,SWFR122,SW,1
101003929020,Missed Garbage Pickup,SW_Not_Overdue,FRIDAY,SWFR106,SW,1
101003928990,Missed Garbage Pickup,SW_Not_Overdue,FRIDAY,SWFR106,SW,1
101003929130,Missed Yard Waste Pickup,SW_Not_Overdue,THURSDAY,SWTH120,SW,1
101003929820,Missed Yard Waste Pickup,SW_Not_Overdue,THURSDAY,SWTH111,SW,1
101003904681,Missed Heavy Trash Pickup,SE_Overdue,MONDAY,SEMO121,SE,1
101003928811,Missed Heavy Trash Pickup,SE_Not_Overdue,MONDAY,SEMO106,SE,1
101003892807,Missed Heavy Trash Pickup,SE_Overdue,MONDAY,SEMO104,SE,1
101003932791,Missed Garbage Pickup,SE_Not_Overdue,MONDAY,SEMO107,SE,1
101003889708,Missed Heavy Trash Pickup,SE_Overdue,MONDAY,SEMO118,SE,1
101003926424,Missed Heavy Trash Pickup,SE_Not_Overdue,MONDAY,SEMO103,SE,1
101003931996,Missed Garbage Pickup,SE_Not_Overdue,TUESDAY,SETU110,SE,1
101003929668,Missed Heavy Trash Pickup,SE_Not_Overdue,TUESDAY,SETU114,SE,1
101003923298,Missed Heavy Trash Pickup,SE_Overdue,TUESDAY,SETU113,SE,1
101003932307,Missed Garbage Pickup,SE_Not_Overdue,TUESDAY,SETU103,SE,1
101003929609,Missed Heavy Trash Pickup,SE_Not_Overdue,FRIDAY,SEFR123,SE,1
101003932416,Missed Heavy Trash Pickup,SE_Not_Overdue,FRIDAY,SEFR117,SE,1
101003932697,Missed Garbage Pickup,SE_Not_Overdue,TUESDAY,SETU117,SE,1
101003932843,Missed Garbage Pickup,SE_Not_Overdue,TUESDAY,SETU116,SE,1
101003932509,Missed Garbage Pickup,SE_Not_Overdue,TUESDAY,SETU118,SE,1
101003931944,Missed Heavy Trash Pickup,SE_Not_Overdue,FRIDAY,SEFR118,SE,1
101003932026,Missed Heavy Trash Pickup,SE_Not_Overdue,FRIDAY,SEFR117,SE,1
101003932087,Missed Heavy Trash Pickup,SE_Not_Overdue,FRIDAY,SEFR108,SE,1
101003926228,Missed Heavy Trash Pickup,SE_Not_Overdue,FRIDAY,SEFR120,SE,1
101003930427,Missed Garbage Pickup,SE_Not_Overdue,FRIDAY,SEFR119,SE,1
101003930991,Missed Heavy Trash Pickup,NW_Not_Overdue,TUESDAY,NWTU117,NW,1
101003931341,Missed Garbage Pickup,NW_Not_Overdue,TUESDAY,NWTU117,NW,1
101003930703,Missed Recycling Pickup,NW_Not_Overdue,MONDAY,NWMO115,NW,1
101003932638,Missed Yard Waste Pickup,NW_Not_Overdue,TUESDAY,NWTU115,NW,1
101003931000,Missed Heavy Trash Pickup,NW_Not_Overdue,TUESDAY,NWTU115,NW,1
101003929501,Missed Garbage Pickup,NW_Not_Overdue,TUESDAY,NWTU113,NW,1
101003932730,Missed Garbage Pickup,NW_Not_Overdue,TUESDAY,NWTU113,NW,1
101003923374,Missed Heavy Trash Pickup,NE_Overdue,THURSDAY,NETH118,NE,1
101003932145,Missed Yard Waste Pickup,SW_Not_Overdue,THURSDAY,SWTH115,SW,1
101003931839,Missed Recycling Pickup,NE_Not_Overdue,TUESDAY,NETU108,NE,1
101003929121,Missed Garbage Pickup,NW_Not_Overdue,FRIDAY,NWFR108,NW,1
101003932798,Missed Heavy Trash Pickup,SW_Not_Overdue,FRIDAY,SWFR121,SW,1
101003931133,Missed Yard Waste Pickup,NW_Not_Overdue,THURSDAY,NWTH104,NW,1
101003931969,Missed Garbage Pickup,NE_Not_Overdue,MONDAY,NEMO111,NE,1
101003932543,Missed Heavy Trash Pickup,NE_Not_Overdue,MONDAY,NEMO111,NE,1
101003931845,Missed Garbage Pickup,NE_Not_Overdue,TUESDAY,NETU103,NE,1
101003919441,Missed Heavy Trash Pickup,NE_Overdue,TUESDAY,NETU103,NE,1
101003926385,Missed Heavy Trash Pickup,NW_Not_Overdue,THURSDAY,NWTH114,NW,1
101003932367,Missed Garbage Pickup,SE_Not_Overdue,TUESDAY,SETU111,SE,1
101003925382,Missed Heavy Trash Pickup,NE_Not_Overdue,THURSDAY,NETH110,NE,1
101003926582,Missed Heavy Trash Pickup,NE_Not_Overdue,FRIDAY,NEFR102,NE,1
101003921517,Missed Heavy Trash Pickup,NE_Overdue,FRIDAY,NEFR103,NE,1
101003926673,Missed Heavy Trash Pickup,SE_Not_Overdue,MONDAY,SEMO122,SE,1
101003920189,Missed Heavy Trash Pickup,NE_Overdue,MONDAY,NEMO104,NE,1
101003922635,Missed Heavy Trash Pickup,NE_Overdue,MONDAY,NEMO103,NE,1
101003925482,Missed Heavy Trash Pickup,SE_Not_Overdue,TUESDAY,SETU102,SE,1
101003925592,Missed Heavy Trash Pickup,SE_Not_Overdue,TUESDAY,SETU102,SE,1
101003926553,Missed Yard Waste Pickup,SW_Not_Overdue,TUESDAY,SWTU102,SW,1
101003932643,Missed Heavy Trash Pickup,SW_Not_Overdue,FRIDAY,SWFR116,SW,1
101003926452,Missed Heavy Trash Pickup,SE_Not_Overdue,FRIDAY,SEFR120,SE,1
101003928838,Missed Recycling Pickup,SE_Not_Overdue,FRIDAY,SEFR120,SE,1
101003931748,Missed Garbage Pickup,NW_Not_Overdue,TUESDAY,NWTU118,NW,1
101003930229,Missed Garbage Pickup,SW_Not_Overdue,FRIDAY,SWFR116,SW,1
101003932560,Missed Heavy Trash Pickup,SE_Not_Overdue,FRIDAY,SEFR108,SE,1
101003925821,Missed Heavy Trash Pickup,SE_Not_Overdue,TUESDAY,SETU114,SE,1
101003929547,Missed Heavy Trash Pickup,SE_Not_Overdue,TUESDAY,SETU104,SE,1
101003930318,Missed Recycling Pickup,NW_Not_Overdue,MONDAY,NWMO120,NW,1
101003928154,Missed Recycling Pickup,SW_Overdue,TUESDAY,SWTU118,SW,1
101003919321,Missed Heavy Trash Pickup,NE_Overdue,MONDAY,NEMO118,NE,1
101003929002,Missed Garbage Pickup,NW_Not_Overdue,FRIDAY,NWFR101,NW,1
101003928966,Missed Garbage Pickup,SW_Not_Overdue,FRIDAY,SWFR109,SW,1
101003930056,Missed Yard Waste Pickup,SW_Not_Overdue,THURSDAY,SWTH117,SW,1
101003929640,Missed Yard Waste Pickup,SW_Not_Overdue,THURSDAY,SWTH107,SW,1
101003930776,Missed Recycling Pickup,SW_Not_Overdue,THURSDAY,SWTH107,SW,1
101003931150,Missed Heavy Trash Pickup,NW_Not_Overdue,TUESDAY,NWTU124,NW,1
101003887476,Missed Heavy Trash Pickup,NW_Overdue,FRIDAY,NWFR115,NW,1
101003926766,Missed Garbage Pickup,SW_Overdue,THURSDAY,SWTH107,SW,1
101003931148,Missed Garbage Pickup,NW_Not_Overdue,TUESDAY,NWTU116,NW,1
101003886568,Missed Heavy Trash Pickup,NW_Overdue,FRIDAY,NWFR103,NW,1
101003929327,Missed Yard Waste Pickup,NW_Not_Overdue,TUESDAY,NWTU107,NW,1
101003930262,Missed Heavy Trash Pickup,SE_Not_Overdue,FRIDAY,SEFR121,SE,1
101003931775,Missed Heavy Trash Pickup,SE_Not_Overdue,FRIDAY,SEFR121,SE,1
101003931820,Missed Garbage Pickup,NW_Not_Overdue,TUESDAY,NWTU123,NW,1
101003929832,Missed Yard Waste Pickup,NW_Not_Overdue,MONDAY,NWMO107,NW,1
101003926418,Missed Yard Waste Pickup,NW_Not_Overdue,MONDAY,NWMO113,NW,1
101003929901,Missed Garbage Pickup,SW_Not_Overdue,FRIDAY,SWFR110,SW,1
101003929571,Missed Garbage Pickup,SW_Not_Overdue,MONDAY,SWMO101,SW,1
101003926251,Missed Yard Waste Pickup,SW_Not_Overdue,TUESDAY,SWTU109,SW,1
101003926417,Missed Yard Waste Pickup,SW_Not_Overdue,TUESDAY,SWTU114,SW,1
101003906815,Missed Heavy Trash Pickup,SE_Overdue,THURSDAY,SETH111B,SE,1
101003928198,Missed Heavy Trash Pickup,SE_Not_Overdue,THURSDAY,SETH103A,SE,1
101003930584,Missed Garbage Pickup,SW_Not_Overdue,FRIDAY,SWFR122,SW,1
101003929266,Missed Garbage Pickup,SW_Not_Overdue,FRIDAY,SWFR122,SW,1
101003930281,Missed Garbage Pickup,SW_Not_Overdue,FRIDAY,SWFR122,SW,1
101003932650,Missed Recycling Pickup,SW_Not_Overdue,MONDAY,SWMO115,SW,1
101003927077,Missed Heavy Trash Pickup,SE_Not_Overdue,THURSDAY,SETH113A,SE,1
101003931796,Missed Heavy Trash Pickup,SE_Not_Overdue,THURSDAY,SETH102A,SE,1
101003920372,Missed Heavy Trash Pickup,SE_Overdue,THURSDAY,SETH102A,SE,1
101003931564,Missed Garbage Pickup,NW_Not_Overdue,TUESDAY,NWTU106,NW,1
101003929375,Missed Garbage Pickup,SE_Not_Overdue,THURSDAY,SETH101A,SE,1
101003929861,Missed Heavy Trash Pickup,SE_Not_Overdue,THURSDAY,SETH108B,SE,1
101003926513,Missed Heavy Trash Pickup,NW_Not_Overdue,FRIDAY,NWFR120,NW,1
101003885897,Missed Heavy Trash Pickup,NW_Overdue,FRIDAY,NWFR120,NW,1
101003888925,Missed Heavy Trash Pickup,NW_Overdue,FRIDAY,NWFR120,NW,1
101003931297,Missed Yard Waste Pickup,NW_Not_Overdue,MONDAY,NWMO119,NW,1
101003927393,Missed Yard Waste Pickup,NW_Not_Overdue,MONDAY,NWMO109,NW,1
101003930769,Missed Yard Waste Pickup,NW_Not_Overdue,THURSDAY,NWTH109,NW,1
101003932153,Missed Garbage Pickup,NW_Not_Overdue,TUESDAY,NWTU110,NW,1
101003926696,Missed Yard Waste Pickup,NW_Not_Overdue,MONDAY,NWMO111,NW,1
101003932205,Missed Yard Waste Pickup,NW_Not_Overdue,MONDAY,NWMO111,NW,1
101003927253,Missed Yard Waste Pickup,SW_Not_Overdue,TUESDAY,SWTU107,SW,1
101003932446,Missed Yard Waste Pickup,NW_Not_Overdue,TUESDAY,NWTU120,NW,1
101003926612,Missed Yard Waste Pickup,NW_Not_Overdue,MONDAY,NWMO108,NW,1
101003931721,Missed Garbage Pickup,NW_Not_Overdue,FRIDAY,NWFR124,NW,1
101003928994,Missed Garbage Pickup,NW_Not_Overdue,FRIDAY,NWFR114,NW,1
101003928958,Missed Garbage Pickup,NW_Not_Overdue,FRIDAY,NWFR104,NW,1
101003929875,Missed Garbage Pickup,NW_Not_Overdue,FRIDAY,NWFR104,NW,1
101003925269,Missed Heavy Trash Pickup,NW_Not_Overdue,FRIDAY,NWFR121,NW,1
101003928303,Missed Yard Waste Pickup,NW_Not_Overdue,MONDAY,NWMO106,NW,1
101003930850,Missed Heavy Trash Pickup,NW_Not_Overdue,TUESDAY,NWTU122,NW,1
101003932866,Missed Heavy Trash Pickup,NW_Not_Overdue,MONDAY,NWMO102,NW,1
101003930562,Missed Yard Waste Pickup,SE_Not_Overdue,THURSDAY,SETH121,SE,1
