case_numbe,sr_locatio,sr_type,quad_statu,DAY,SEC_NAME,QUAD,tally
10100374401,5611,Container ,NE_Overdue,FRIDAY,NEFR114,NE,1
8,"COCHRAN, ",Problem,,,,,
,HOUSTON ,,,,,,
,TX 77009,,,,,,
10100377038,1002,Recycling ,NE_Overdue,FRIDAY,NEFR114,NE,1
7,"ELEANOR, ",Cart Repair ,,,,,
,HOUSTON ,or Replace,,,,,
,TX 77009,,,,,,
10100376852,"6210 RAND, ",New Resident ,NE_Overdue,FRIDAY,NEFR112,NE,1
1,HOUSTON ,Container,,,,,
,TX 77026,,,,,,
10100377750,6216,Container ,NE_Overdue,FRIDAY,NEFR112,NE,1
9,CAVALCADE,Problem,,,,,
,", HOUSTON ",,,,,,
,TX 77026,,,,,,
10100377624,"5511 CRANE, ",New Resident ,NE_Overdue,FRIDAY,NEFR112,NE,1
3,HOUSTON ,Container,,,,,
,TX 77026,,,,,,
10100378352,"5511 CRANE, ",Container ,NE_Overdue,FRIDAY,NEFR112,NE,1
3,HOUSTON ,Problem,,,,,
,TX 77026,,,,,,
10100393266,14802,Trash ,NE_Not_Over,MONDAY,NEMO116,NE,1
7,"CHIPMAN, ",Dumping or ,due,,,,
,HOUSTON ,Illegal ,,,,,
,77060,Dumpsite,,,,,
10100393024,2217,Add A Can,NE_Not_Over,MONDAY,NEMO101,NE,1
5,"CRESTON, ",,due,,,,
,HOUSTON ,,,,,,
,77026,,,,,,
10100393221,2010,Recycling ,NE_Not_Over,MONDAY,NEMO101,NE,1
0,MELBOURN,Participation ,due,,,,
,"E, ",NEW,,,,,
,HOUSTON ,,,,,,
,77026,,,,,,
10100372643,2205,Container ,NE_Overdue,MONDAY,NEMO101,NE,1
4,"CAPLIN, ",Problem,,,,,
,HOUSTON ,,,,,,
,TX 77026,,,,,,
10100377124,"3206 REID, ",Container ,NE_Overdue,MONDAY,NEMO101,NE,1
9,HOUSTON ,Problem,,,,,
,TX 77026,,,,,,
10100390906,2701,Trash ,NE_Not_Over,FRIDAY,NEFR116,NE,1
8,"JENSEN, ",Dumping or ,due,,,,
,HOUSTON ,Illegal ,,,,,
,77026,Dumpsite,,,,,
10100392772,3114,Trash ,NE_Not_Over,FRIDAY,NEFR116,NE,1
2,"JENSEN, ",Dumping or ,due,,,,
,HOUSTON ,Illegal ,,,,,
,77026,Dumpsite,,,,,
10100393152,6727,Missed Heavy ,SE_Not_Over,TUESDAY,SETU113,SE,1
6,"LONDON, ",Trash Pickup,due,,,,
,HOUSTON ,,,,,,
,77021,,,,,,
case_numbe,sr_locatio,sr_type,quad_statu,DAY,SEC_NAME,QUAD,tally
10100392725,"2115 WATTS, ",Missed Yard ,SW_Not_Ove,TUESDAY,SWTU120,SW,1
4,HOUSTON ,Waste Pickup,rdue,,,,
,77030,,,,,,
10100392131,2116,Container ,SW_Overdue,TUESDAY,SWTU120,SW,1
1,GOLDSMITH,Problem,,,,,
,", HOUSTON ",,,,,,
,77030,,,,,,
10100393025,12102,Add A Can,NE_Not_Over,THURSDAY,NETH106,NE,1
8,CRYSTALW,,due,,,,
,"OOD, ",,,,,,
,HOUSTON ,,,,,,
,77013,,,,,,
10100373172,603 WOOD ,Container ,NE_Overdue,THURSDAY,NETH106,NE,1
3,"MIST, ",Problem,,,,,
,HOUSTON ,,,,,,
,TX 77013,,,,,,
10100392009,8121,Trash ,NE_Not_Over,THURSDAY,NETH110,NE,1
9,"ATTWATER, ",Dumping or ,due,,,,
,HOUSTON ,Illegal ,,,,,
,77028,Dumpsite,,,,,
10100392701,8013,Recycling ,NE_Not_Over,THURSDAY,NETH110,NE,1
5,"SEXTON, ",Cart Repair ,due,,,,
,HOUSTON ,or Replace,,,,,
,77028,,,,,,
10100393280,5207,New Resident ,SW_Not_Ove,TUESDAY,SWTU101,SW,1
5,QUEENSLO,Container,rdue,,,,
,"CH, ",,,,,,
,HOUSTON ,,,,,,
,77096,,,,,,
10100392286,5100,Trash ,SE_Not_Over,MONDAY,SEMO123,SE,1
3,ALLENDALE,Dumping or ,due,,,,
,", HOUSTON ",Illegal ,,,,,
,77017,Dumpsite,,,,,
10100392704,3834,New Resident ,SW_Not_Ove,TUESDAY,SWTU104,SW,1
6,DRUMMON,Container,rdue,,,,
,"D, ",,,,,,
,HOUSTON ,,,,,,
,77025,,,,,,
10100393287,3846,Missed Yard ,SW_Not_Ove,TUESDAY,SWTU104,SW,1
8,"MERRICK, ",Waste Pickup,rdue,,,,
,HOUSTON ,,,,,,
,77025,,,,,,
10100392858,7006,Recycling ,NE_Not_Over,MONDAY,NEMO101,NE,1
7,"JENSEN, ",Cart Repair ,due,,,,
,HOUSTON ,or Replace,,,,,
,77093,,,,,,
10100392858,7006,Container ,NE_Not_Over,MONDAY,NEMO101,NE,1
6,"JENSEN, ",Problem,due,,,,
,HOUSTON ,,,,,,
,77093,,,,,,
10100392859,7006,Non ,NE_Not_Over,MONDAY,NEMO101,NE,1
5,"JENSEN, ",Residential ,due,,,,
,HOUSTON ,Collection ,,,,,
,77093,Service NEW,,,,,
10100378469,2512,New Resident ,NE_Overdue,MONDAY,NEMO102,NE,1
0,"MCDANIEL, ",Container,,,,,
,HOUSTON ,,,,,,
case_numbe,sr_locatio,sr_type,quad_statu,DAY,SEC_NAME,QUAD,tally
,TX 77093,,,,,,
10100392317,"2418 MANN, ",Missed Heavy ,NE_Overdue,MONDAY,NEMO102,NE,1
1,HOUSTON ,Trash Pickup,,,,,
,77093,,,,,,
10100374623,3207,Container ,NE_Overdue,MONDAY,NEMO102,NE,1
1,"TOLIVER, ",Problem,,,,,
,HOUSTON ,,,,,,
,TX 77093,,,,,,
10100378408,2501 E ,Container ,NE_Overdue,MONDAY,NEMO102,NE,1
9,CROSSTIMB,Problem,,,,,
,"ERS, ",,,,,,
,HOUSTON ,,,,,,
,TX 77093,,,,,,
10100391982,8714,Missed Heavy ,NE_Overdue,MONDAY,NEMO102,NE,1
8,"ARKANSAS, ",Trash Pickup,,,,,
,HOUSTON ,,,,,,
,77093,,,,,,
10100374438,6107,Container ,NE_Overdue,TUESDAY,NETU102,NE,1
3,"HARTWICK, ",Problem,,,,,
,HOUSTON ,,,,,,
,TX 77016,,,,,,
10100377615,11239,New Resident ,NE_Overdue,TUESDAY,NETU102,NE,1
0,DALEBROO,Container,,,,,
,"K, ",,,,,,
,HOUSTON ,,,,,,
,TX 77016,,,,,,
10100378232,11231,New Resident ,NE_Overdue,TUESDAY,NETU102,NE,1
2,"VAILVIEW, ",Container,,,,,
,HOUSTON ,,,,,,
,TX 77016,,,,,,
10100388635,"11203 LERA, ",Recycling ,NE_Overdue,TUESDAY,NETU102,NE,1
6,HOUSTON ,Participation ,,,,,
,77016,NEW,,,,,
10100390417,Intersection ,Dead Animal ,NE_Overdue,TUESDAY,NETU102,NE,1
2,6700 HEATH ,Collection,,,,,
,ST&11100 ,,,,,,
,SPOTTSWO,,,,,,
,OD DR,,,,,,
10100390877,11215,Missed Heavy ,NE_Overdue,TUESDAY,NETU102,NE,1
0,SPOTTSWO,Trash Pickup,,,,,
,"OD, ",,,,,,
,HOUSTON ,,,,,,
,77016,,,,,,
10100392545,2411,Missed Heavy ,NE_Not_Over,FRIDAY,NEFR117,NE,1
9,"FULTON, ",Trash Pickup,due,,,,
,HOUSTON ,,,,,,
,77009,,,,,,
10100392919,"304 CARL, ",New Resident ,NE_Not_Over,FRIDAY,NEFR117,NE,1
5,HOUSTON ,Container,due,,,,
,77009,,,,,,
10100373526,2317,Container ,NE_Overdue,FRIDAY,NEFR117,NE,1
9,"FULTON, ",Problem,,,,,
,HOUSTON ,,,,,,
,TX 77009,,,,,,
10100373971,2324,New Resident ,NE_Overdue,FRIDAY,NEFR117,NE,1
2,"GENTRY, ",Container,,,,,
,HOUSTON ,,,,,,
case_numbe,sr_locatio,sr_type,quad_statu,DAY,SEC_NAME,QUAD,tally
,TX 77009,,,,,,
10100374455,2324 N ,Container ,NE_Overdue,FRIDAY,NEFR117,NE,1
6,"MAIN, ",Problem,,,,,
,HOUSTON ,,,,,,
,TX 77009,,,,,,
10100374399,618,Recycling ,NE_Overdue,MONDAY,NEMO112,NE,1
6,"CRESLINE, ",Cart Repair ,,,,,
,HOUSTON ,or Replace,,,,,
,TX 77076,,,,,,
394743-,2617,Trash ,NE_Not_Over,MONDAY,NEMO106,NE,1
10100393294,"WOODARD, ",Dumping or ,due,,,,
0,HOUSTON ,Illegal ,,,,,
,77004,Dumpsite,,,,,
10100392591,10305,Recycling ,SE_Not_Over,FRIDAY,SEFR113,SE,1
4,ROSEHAVE,Cart Repair ,due,,,,
,"N, ",or Replace,,,,,
,HOUSTON ,,,,,,
,77051,,,,,,
10100392861,"5611 LYONS, ",Container ,NE_Not_Over,FRIDAY,NEFR103,NE,1
3,HOUSTON ,Problem,due,,,,
,77020,,,,,,
10100393242,"5601 LYONS, ",Dead Animal ,NE_Not_Over,FRIDAY,NEFR103,NE,1
9,HOUSTON ,Collection,due,,,,
,77020,,,,,,
10100374268,2112,Container ,NE_Overdue,FRIDAY,NEFR103,NE,1
1,"SAKOWITZ, ",Problem,,,,,
,HOUSTON ,,,,,,
,TX 77020,,,,,,
10100378174,116,Container ,NE_Overdue,FRIDAY,NEFR103,NE,1
9,WOOLWORT,Problem,,,,,
,"H, ",,,,,,
,HOUSTON ,,,,,,
,TX 77020,,,,,,
10100378259,743,Container ,NE_Overdue,FRIDAY,NEFR103,NE,1
6,"HOFFMAN, ",Problem,,,,,
,HOUSTON ,,,,,,
,TX 77020,,,,,,
10100378453,10241,Add A Can,NE_Overdue,MONDAY,NEMO112,NE,1
0,SILVERCRE,,,,,,
,"ST, ",,,,,,
,HOUSTON ,,,,,,
,TX 77076,,,,,,
10100393176,10518,Recycling ,NE_Not_Over,TUESDAY,NETU106,NE,1
3,HOMESTEA,Cart Repair ,due,,,,
,"D, ",or Replace,,,,,
,HOUSTON ,,,,,,
,77016,,,,,,
10100392603,8006,Recycling ,NE_Not_Over,FRIDAY,NEFR107,NE,1
8,"TILGHAM, ",Cart Repair ,due,,,,
,HOUSTON ,or Replace,,,,,
,77029,,,,,,
10100376896,5539 SAN ,Container ,NE_Overdue,FRIDAY,NEFR105,NE,1
4,"JUAN, ",Problem,,,,,
,HOUSTON ,,,,,,
,TX 77020,,,,,,
10100377730,5542,Container ,NE_Overdue,FRIDAY,NEFR105,NE,1
5,"ARAPAHOE, ",Problem,,,,,
case_numbe,sr_locatio,sr_type,quad_statu,DAY,SEC_NAME,QUAD,tally
,HOUSTON ,,,,,,
,TX 77020,,,,,,
10100376946,3712,New Resident ,NE_Overdue,FRIDAY,NEFR109,NE,1
1,"CHRISTIE, ",Container,,,,,
,HOUSTON ,,,,,,
,TX 77026,,,,,,
393765-,2832,Trash ,NE_Not_Over,FRIDAY,NEFR115,NE,1
10100392496,"MOORE, ",Dumping or ,due,,,,
6,HOUSTON ,Illegal ,,,,,
,77009,Dumpsite,,,,,
10100376971,2605,Container ,NE_Overdue,FRIDAY,NEFR115,NE,1
9,"REYNOLDS, ",Problem,,,,,
,HOUSTON ,,,,,,
,TX 77009,,,,,,
10100392570,10522,Recycling ,SE_Not_Over,FRIDAY,SEFR113,SE,1
2,ROSEHAVE,Participation ,due,,,,
,"N, ",NEW,,,,,
,HOUSTON ,,,,,,
,77051,,,,,,
10100392005,6518,Missed Heavy ,NE_Overdue,TUESDAY,NETU105,NE,1
6,"HANLEY, ",Trash Pickup,,,,,
,HOUSTON ,,,,,,
,77016,,,,,,
10100373974,6619,Container ,NE_Overdue,TUESDAY,NETU105,NE,1
6,"HOPPER, ",Problem,,,,,
,HOUSTON ,,,,,,
,TX 77016,,,,,,
10100393115,7206,Container ,NE_Not_Over,MONDAY,NEMO115,NE,1
1,"WERNER, ",Problem,due,,,,
,HOUSTON ,,,,,,
,77076,,,,,,
10100393194,6737,Missed ,NE_Not_Over,MONDAY,NEMO115,NE,1
7,"DEWVILLE, ",Garbage ,due,,,,
,HOUSTON ,Pickup,,,,,
,77076,,,,,,
10100393205,7317,Container ,NE_Not_Over,MONDAY,NEMO115,NE,1
6,"WERNER, ",Problem,due,,,,
,HOUSTON ,,,,,,
,77076,,,,,,
10100374462,6820,New Resident ,NE_Overdue,MONDAY,NEMO115,NE,1
0,"DIONNE, ",Container,,,,,
,HOUSTON ,,,,,,
,TX 77076,,,,,,
10100392917,"617 LINK, ",Recycling ,NW_Not_Ove,THURSDAY,NWTH121,NW,1
0,HOUSTON ,Participation ,rdue,,,,
,77009,NEW,,,,,
394077-,2001,Trash ,NE_Not_Over,FRIDAY,NEFR103,NE,1
10100392630,"HARLEM, ",Dumping or ,due,,,,
8,HOUSTON ,Illegal ,,,,,
,77020,Dumpsite,,,,,
394583-,2004,Trash ,NE_Not_Over,FRIDAY,NEFR103,NE,1
10100393075,"ERASTUS, ",Dumping or ,due,,,,
6,HOUSTON ,Illegal ,,,,,
,77020,Dumpsite,,,,,
10100392458,2004,Missed Heavy ,NE_Overdue,FRIDAY,NEFR103,NE,1
2,"ERASTUS, ",Trash Pickup,,,,,
,HOUSTON ,,,,,,
case_numbe,sr_locatio,sr_type,quad_statu,DAY,SEC_NAME,QUAD,tally
,77020,,,,,,
10100393193,8102,Missed ,SE_Not_Over,TUESDAY,SETU102,SE,1
2,GLENCREST,Garbage ,due,,,,
,", HOUSTON ",Pickup,,,,,
,77061,,,,,,
10100393020,5471,Container ,SE_Not_Over,MONDAY,SEMO122,SE,1
2,CHERRY ,Problem,due,,,,
,"CREEK, ",,,,,,
,HOUSTON ,,,,,,
,77017,,,,,,
10100388671,2019,Recycling ,SE_Overdue,MONDAY,SEMO122,SE,1
6,POSSUM ,Participation ,,,,,
,"CREEK, ",NEW,,,,,
,HOUSTON ,,,,,,
,77017,,,,,,
10100392949,3322,New Resident ,SW_Not_Ove,TUESDAY,SWTU105,SW,1
4,UNDERWOO,Container,rdue,,,,
,"D, ",,,,,,
,HOUSTON ,,,,,,
,77025,,,,,,
10100393116,1922,Add A Can,NE_Not_Over,MONDAY,NEMO103,NE,1
4,"HEANEY, ",,due,,,,
,HOUSTON ,,,,,,
,77093,,,,,,
10100392329,3821,Recycling ,NE_Not_Over,FRIDAY,NEFR120,NE,1
4,"BADEN, ",Participation ,due,,,,
,HOUSTON ,NEW,,,,,
,77009,,,,,,
10100393023,"4417 HAIN, ",New Resident ,NE_Not_Over,FRIDAY,NEFR120,NE,1
1,HOUSTON ,Container,due,,,,
,77009,,,,,,
10100374219,4711 GLEN ,New Resident ,NE_Overdue,FRIDAY,NEFR120,NE,1
8,"ISLE, ",Container,,,,,
,HOUSTON ,,,,,,
,TX 77009,,,,,,
10100374453,3618,Container ,NE_Overdue,FRIDAY,NEFR120,NE,1
0,"FULTON, ",Problem,,,,,
,HOUSTON ,,,,,,
,TX 77009,,,,,,
10100376889,4622,Container ,NE_Overdue,FRIDAY,NEFR120,NE,1
5,"MOORE, ",Problem,,,,,
,HOUSTON ,,,,,,
,TX 77009,,,,,,
10100378086,4617,Container ,NE_Overdue,FRIDAY,NEFR120,NE,1
8,"SHARMAN, ",Problem,,,,,
,HOUSTON ,,,,,,
,TX 77009,,,,,,
10100389213,3923,Missed Heavy ,NE_Overdue,FRIDAY,NEFR120,NE,1
0,"EDISON, ",Trash Pickup,,,,,
,HOUSTON ,,,,,,
,77009,,,,,,
10100390609,"4406 ELSER, ",Missed Heavy ,NE_Overdue,FRIDAY,NEFR120,NE,1
1,HOUSTON ,Trash Pickup,,,,,
,77009,,,,,,
10100393203,306 AVENUE ,Dead Animal ,NE_Not_Over,FRIDAY,NEFR119,NE,1
8,"OF OAKS, ",Collection,due,,,,
,HOUSTON ,,,,,,
case_numbe,sr_locatio,sr_type,quad_statu,DAY,SEC_NAME,QUAD,tally
,77009,,,,,,
10100378401,400,Container ,NE_Overdue,FRIDAY,NEFR119,NE,1
8,EICHWURZ,Problem,,,,,
,"EL, ",,,,,,
,HOUSTON ,,,,,,
,TX 77009,,,,,,
10100374688,710 E ,Container ,NE_Overdue,MONDAY,NEMO110,NE,1
3,"PARKER, ",Problem,,,,,
,HOUSTON ,,,,,,
,TX 77076,,,,,,
10100377203,6618,Container ,NE_Overdue,MONDAY,NEMO110,NE,1
4,"WERNER, ",Problem,,,,,
,HOUSTON ,,,,,,
,TX 77076,,,,,,
10100388706,"5710 ZELMA, ",Missed Heavy ,NE_Overdue,MONDAY,NEMO110,NE,1
4,HOUSTON ,Trash Pickup,,,,,
,77076,,,,,,
10100388591,7215,Recycling ,SE_Overdue,TUESDAY,SETU108,SE,1
7,"GILLEN, ",Participation ,,,,,
,HOUSTON ,NEW,,,,,
,77087,,,,,,
10100377125,2933 LA ,New Resident ,NE_Overdue,MONDAY,NEMO104,NE,1
2,"ESTANCIA, ",Container,,,,,
,HOUSTON ,,,,,,
,TX 77093,,,,,,
10100388647,3211,Missed Heavy ,NE_Overdue,MONDAY,NEMO104,NE,1
0,"SPARKS, ",Trash Pickup,,,,,
,HOUSTON ,,,,,,
,77093,,,,,,
10100392293,2014,Missed Heavy ,NE_Overdue,FRIDAY,NEFR117,NE,1
8,"EVERETT, ",Trash Pickup,,,,,
,HOUSTON ,,,,,,
,77009,,,,,,
10100378530,1826,Container ,NE_Overdue,FRIDAY,NEFR117,NE,1
0,"FLETCHER, ",Problem,,,,,
,HOUSTON ,,,,,,
,TX 77009,,,,,,
10100392152,"2204 WACO, ",Trash ,NE_Not_Over,FRIDAY,NEFR104,NE,1
2,HOUSTON ,Dumping or ,due,,,,
,77020,Illegal ,,,,,
,,Dumpsite,,,,,
10100392288,4219,Trash ,NE_Not_Over,FRIDAY,NEFR104,NE,1
7,"RAWLEY, ",Dumping or ,due,,,,
,HOUSTON ,Illegal ,,,,,
,77020,Dumpsite,,,,,
10100393017,1813,New Resident ,NE_Not_Over,FRIDAY,NEFR104,NE,1
0,SCHWEIKH,Container,due,,,,
,"ARDT, ",,,,,,
,HOUSTON ,,,,,,
,77020,,,,,,
10100393023,4211,Missed Heavy ,NE_Not_Over,FRIDAY,NEFR104,NE,1
0,"RAWLEY, ",Trash Pickup,due,,,,
,HOUSTON ,,,,,,
,77020,,,,,,
10100374049,1515,Container ,NE_Overdue,FRIDAY,NEFR104,NE,1
1,"TRALLE, ",Problem,,,,,
,HOUSTON ,,,,,,
case_numbe,sr_locatio,sr_type,quad_statu,DAY,SEC_NAME,QUAD,tally
,TX 77020,,,,,,
10100378359,"4415 OATS, ",Container ,NE_Overdue,FRIDAY,NEFR104,NE,1
1,HOUSTON ,Problem,,,,,
,TX 77020,,,,,,
10100392532,Intersection ,Trash ,NE_Not_Over,FRIDAY,NEFR118,NE,1
0,2000,Dumping or ,due,,,,
,FULTON ,Illegal ,,,,,
,ST&1100 ,Dumpsite,,,,,
,JAMES ST,,,,,,
10100373684,1109,Container ,NE_Overdue,FRIDAY,NEFR118,NE,1
9,"PINCKNEY, ",Problem,,,,,
,HOUSTON ,,,,,,
,TX 77009,,,,,,
10100378105,1803,Container ,NE_Overdue,FRIDAY,NEFR118,NE,1
2,"ELYSIAN, ",Problem,,,,,
,HOUSTON ,,,,,,
,TX 77026,,,,,,
10100392635,2538,Missed Heavy ,NE_Not_Over,MONDAY,NEMO103,NE,1
8,ALDINE ,Trash Pickup,due,,,,
,"WESTFIELD, ",,,,,,
,HOUSTON ,,,,,,
,77093,,,,,,
10100392336,8636 E ,Missed Heavy ,NE_Overdue,MONDAY,NEMO103,NE,1
5,"HARDY, ",Trash Pickup,,,,,
,HOUSTON ,,,,,,
,77093,,,,,,
393200-,17010,Trash ,NE_Not_Over,MONDAY,NEMO120,NE,1
10100391988,"DEWGRASS, ",Dumping or ,due,,,,
8,HOUSTON ,Illegal ,,,,,
,77060,Dumpsite,,,,,
393199-,610 LITTLE ,Trash ,NE_Not_Over,MONDAY,NEMO120,NE,1
10100391988,"FOX, ",Dumping or ,due,,,,
7,HOUSTON ,Illegal ,,,,,
,77060,Dumpsite,,,,,
10100393234,909,Dead Animal ,NE_Not_Over,MONDAY,NEMO120,NE,1
8,"GREENS, ",Collection,due,,,,
,HOUSTON ,,,,,,
,77060,,,,,,
10100392559,2111,Container ,SW_Not_Ove,TUESDAY,SWTU121,SW,1
4,MACARTHU,Problem,rdue,,,,
,"R, ",,,,,,
,HOUSTON ,,,,,,
,77030,,,,,,
10100392719,2040,New Resident ,SW_Not_Ove,TUESDAY,SWTU121,SW,1
4,"SHERIDAN, ",Container,rdue,,,,
,HOUSTON ,,,,,,
,77030,,,,,,
10100393146,2221,Container ,SW_Not_Ove,TUESDAY,SWTU121,SW,1
0,MACARTHU,Problem,rdue,,,,
,"R, ",,,,,,
,HOUSTON ,,,,,,
,77030,,,,,,
10100392346,"1409 PALM, ",Container ,SW_Overdue,TUESDAY,SWTU117,SW,1
5,HOUSTON ,Problem,,,,,
,77004,,,,,,
10100390777,2600,Trash ,NE_Not_Over,FRIDAY,NEFR111,NE,1
4,"WAYNE, ",Dumping or ,due,,,,
case_numbe,sr_locatio,sr_type,quad_statu,DAY,SEC_NAME,QUAD,tally
,HOUSTON ,Illegal ,,,,,
,77026,Dumpsite,,,,,
10100374212,2311,Container ,NE_Overdue,FRIDAY,NEFR111,NE,1
5,"BREWSTER, ",Problem,,,,,
,HOUSTON ,,,,,,
,TX 77026,,,,,,
10100374255,2408,Container ,NE_Overdue,FRIDAY,NEFR111,NE,1
1,"STAPLES, ",Problem,,,,,
,HOUSTON ,,,,,,
,TX 77026,,,,,,
10100374446,1613,New Resident ,NE_Overdue,FRIDAY,NEFR116,NE,1
1,"PANNELL, ",Container,,,,,
,HOUSTON ,,,,,,
,TX 77020,,,,,,
10100378081,1810,Container ,NE_Overdue,FRIDAY,NEFR116,NE,1
2,"BENSON, ",Problem,,,,,
,HOUSTON ,,,,,,
,TX 77020,,,,,,
10100377125,"518 REID, ",New Resident ,NE_Overdue,MONDAY,NEMO106,NE,1
0,HOUSTON ,Container,,,,,
,TX 77022,,,,,,
10100393151,911,Missed ,NE_Not_Over,MONDAY,NEMO106,NE,1
8,MELBOURN,Garbage ,due,,,,
,"E, ",Pickup,,,,,
,HOUSTON ,,,,,,
,77022,,,,,,
393168-,3303,Trash ,NE_Not_Over,FRIDAY,NEFR118,NE,1
10100391986,"MAURY, ",Dumping or ,due,,,,
7,HOUSTON ,Illegal ,,,,,
,77009,Dumpsite,,,,,
393169-,3307,Trash ,NE_Not_Over,FRIDAY,NEFR118,NE,1
10100391986,"MAURY, ",Dumping or ,due,,,,
9,HOUSTON ,Illegal ,,,,,
,77009,Dumpsite,,,,,
393171-,3303,Trash ,NE_Not_Over,FRIDAY,NEFR118,NE,1
10100391987,"MAURY, ",Dumping or ,due,,,,
0,HOUSTON ,Illegal ,,,,,
,77009,Dumpsite,,,,,
10100374425,"2410 GANO, ",Container ,NE_Overdue,FRIDAY,NEFR118,NE,1
8,HOUSTON ,Problem,,,,,
,TX 77009,,,,,,
10100376941,2430,New Resident ,NE_Overdue,FRIDAY,NEFR118,NE,1
1,"COCHRAN, ",Container,,,,,
,HOUSTON ,,,,,,
,TX 77009,,,,,,
10100376965,1501,Container ,NE_Overdue,FRIDAY,NEFR118,NE,1
6,"MORRIS, ",Problem,,,,,
,HOUSTON ,,,,,,
,TX 77009,,,,,,
10100377375,"2414 TERRY, ",Container ,NE_Overdue,FRIDAY,NEFR118,NE,1
8,HOUSTON ,Problem,,,,,
,TX 77009,,,,,,
393775-,1415,Trash ,NE_Not_Over,FRIDAY,NEFR115,NE,1
10100392497,"AMUNDSEN, ",Dumping or ,due,,,,
5,HOUSTON ,Illegal ,,,,,
,77009,Dumpsite,,,,,
10100393240,"1610 ERIN, ",Container ,NE_Not_Over,FRIDAY,NEFR115,NE,1
case_numbe,sr_locatio,sr_type,quad_statu,DAY,SEC_NAME,QUAD,tally
0,HOUSTON ,Problem,due,,,,
,77009,,,,,,
10100373845,"4003 TERRY, ",New Resident ,NE_Overdue,FRIDAY,NEFR115,NE,1
2,HOUSTON ,Container,,,,,
,TX 77009,,,,,,
10100378074,"1421 WEISS, ",Container ,NE_Overdue,FRIDAY,NEFR115,NE,1
0,HOUSTON ,Problem,,,,,
,TX 77009,,,,,,
10100378197,4012,Container ,NE_Overdue,FRIDAY,NEFR115,NE,1
8,"HARDY, ",Problem,,,,,
,HOUSTON ,,,,,,
,TX 77009,,,,,,
10100393183,4126,Missed ,SW_Not_Ove,TUESDAY,SWTU104,SW,1
0,"GAIRLOCH, ",Recycling ,rdue,,,,
,HOUSTON ,Pickup,,,,,
,77025,,,,,,
10100393266,12631 PASO ,Add A Can,SW_Not_Ove,FRIDAY,SWFR121,SW,1
0,DEL ,,rdue,,,,
,"FLORES, ",,,,,,
,HOUSTON ,,,,,,
,77045,,,,,,
10100390430,Intersection 0 ,Trash ,SE_Not_Over,TUESDAY,SETU102,SE,1
3,GULF ,Dumping or ,due,,,,
,FWY&6800 ,Illegal ,,,,,
,MONROE ,Dumpsite,,,,,
,RD,,,,,,
10100393155,8623,Container ,SE_Not_Over,TUESDAY,SETU102,SE,1
4,"GLENBRAE, ",Problem,due,,,,
,HOUSTON ,,,,,,
,77061,,,,,,
10100391998,14818,Missed ,SW_Overdue,THURSDAY,SWTH108,SW,1
0,"IRENE, ",Recycling ,,,,,
,HOUSTON ,Pickup,,,,,
,77085,,,,,,
393377-,7634,Trash ,NE_Not_Over,THURSDAY,NETH114,NE,1
10100392110,CAROTHERS,Dumping or ,due,,,,
1,", HOUSTON ",Illegal ,,,,,
,77028,Dumpsite,,,,,
393382-,7201,Trash ,NE_Not_Over,THURSDAY,NETH114,NE,1
10100392110,SPRINGDAL,Dumping or ,due,,,,
3,"E, ",Illegal ,,,,,
,HOUSTON ,Dumpsite,,,,,
,77028,,,,,,
393375-,7617,Trash ,NE_Not_Over,THURSDAY,NETH114,NE,1
10100392109,"DELAVAN, ",Dumping or ,due,,,,
9,HOUSTON ,Illegal ,,,,,
,77028,Dumpsite,,,,,
10100389124,7019 RIVER ,Recycling ,SW_Overdue,THURSDAY,SWTH121,SW,1
3,"BLUFF, ",Cart Repair ,,,,,
,HOUSTON ,or Replace,,,,,
,77085,,,,,,
10100389215,13131,Recycling ,SE_Not_Over,FRIDAY,SEFR123,SE,1
0,WITHEE ,Participation ,due,,,,
,"PATH, ",NEW,,,,,
,HOUSTON ,,,,,,
,77048,,,,,,
10100393248,5002,Dead Animal ,SE_Not_Over,FRIDAY,SEFR123,SE,1
case_numbe,sr_locatio,sr_type,quad_statu,DAY,SEC_NAME,QUAD,tally
1,ALMEDA ,Collection,due,,,,
,"GENOA, ",,,,,,
,HOUSTON ,,,,,,
,77048,,,,,,
10100393235,5810,Container ,SW_Not_Ove,TUESDAY,SWTU102,SW,1
0,RUTHERGL,Problem,rdue,,,,
,"ENN, ",,,,,,
,HOUSTON ,,,,,,
,77096,,,,,,
10100390605,"6625 ROOS, ",Recycling ,SW_Overdue,TUESDAY,SWTU115,SW,1
2,HOUSTON ,Cart Repair ,,,,,
,77074,or Replace,,,,,
10100392728,"834 W 42ND, ",Recycling ,NW_Not_Ove,TUESDAY,NWTU104,NW,1
4,HOUSTON ,Participation ,rdue,,,,
,77018,NEW,,,,,
10100392728,"834 W 42ND, ",Container ,NW_Not_Ove,TUESDAY,NWTU104,NW,1
7,HOUSTON ,Problem,rdue,,,,
,77018,,,,,,
10100393103,4104,New Resident ,NW_Not_Ove,TUESDAY,NWTU104,NW,1
0,"RUTLAND, ",Container,rdue,,,,
,HOUSTON ,,,,,,
,77018,,,,,,
10100393248,"417 SIKES, ",Missed ,NW_Not_Ove,TUESDAY,NWTU104,NW,1
6,HOUSTON ,Garbage ,rdue,,,,
,77018,Pickup,,,,,
